SL,Text,Category,Polarity
470,একটি সুন্দর ট্রিপ ব্লুম এর জন্য ধন্যবাদ ,anecdotes/miscellaneous,positive
471,"যদিও,বায়ুমণ্ডল মহান, তবুও আপনি একটি ছুটির দিন বিকেলে একটি সস্তা উপায় দিয়ে একটি নিরপরাধ দৃশ্য খুঁজছেন।",ambience,positive
472,"যদিও,বায়ুমণ্ডল মহান, তবুও আপনি একটি ছুটির দিন বিকেলে একটি সস্তা উপায় দিয়ে একটি নিরপরাধ দৃশ্য খুঁজছেন।",price,positive
473,"ওহ, সম্ভবত আমি  কিছু চমৎকার বলতে হবে।",anecdotes/miscellaneous,neutral
474,"শুধু এভিয়ান জন্যই,এই স্থানে সারগ্রাহী কিছু অদ্ভুত ভিড় আকর্ষণ করে।",ambience,neutral
475," আমরা যখন লিওনকে হতাশ করেছিলাম,তখন আমরা অবশ্যই ভুলে গিয়েছিলাম যে আমরা বেশ মণি পেয়েছি ।",anecdotes/miscellaneous,negative
476,"আপনার সময় নষ্ট করার দরকার নাই এখানে ,যে রেস্টুরেন্ট  খাদ্য সমর্থনস্থলস্থানীয় সম্পর্কে যত্নশীল",anecdotes/miscellaneous,negative
477,"ভাড়া প্রতিষ্ঠানগুলির মধ্যে পরিণত হতে পারে,কারণ এটি একটি NY ইতালীয় খাদ্য প্রতিষ্ঠান।",anecdotes/miscellaneous,neutral
478,"এটা চমৎকার ছিল,তামরিন্দ এ লাঞ্চ থেকে ফিরে আসা।",food,positive
479,তার প্রতিবেশীদের জন্য খুব তুলনীয় মানের  অত্যধিক খাদ্য যা উপরে মাথা এবং কাঁধ পূর্ব 6 সেন্টের (overdraising) বালুচিসের জন্য।,food,positive
480,"হোস্টিং প্রতিশ্রুতি ছিল যে আমাদের 7  দলের জন্য একটি টেবিল সংরক্ষণ করা , তারপর তিনি 2 জনের দলের একটি টেবিল সংরক্ষণ করলেন (অর্থ ছিল যখন অর্থোপার্জন প্রায় খোলা ছিল)।",service,negative
481,পিঁপড়া মত চেষ্টা করুন!,food,positive
482,আমরা সাবপার ফুড খেতে ম্যানেজার বসা গিয়েছিলাম ম্যানেজার তার কয়েক কর্মচারীর পরিমার্জিত খুঁজে বের করার জন্য মাদকদ্রব্যের জন্য ব্যয়বহুল ভুল ব্যাখ্যা দিল।  ,service,negative
483,আমরা সাবপার ফুড খেতে ম্যানেজার বসা গিয়েছিলাম ম্যানেজার তার কয়েক কর্মচারীর পরিমার্জিত খুঁজে বের করার জন্য মাদকদ্রব্যের জন্য ব্যয়বহুল ভুল ব্যাখ্যা দিল।  ,food,negative
484,"FL ডেভিড, ডেটোনা বিচ, ",anecdotes/miscellaneous,neutral
485,সম্ভবত।,anecdotes/miscellaneous,neutral
486,সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।,food,positive
487,সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।,service,positive
488,এখানে যাও.,anecdotes/miscellaneous,positive
489,যদি আপনি এলাকায় থাকেন তবে ব্যাগেল শপপে 74 তম রাস্তার উপর চেষ্টা করুন যা ২ য় এভিনিউতে 3 ব্লক দূরে রয়েছে।,anecdotes/miscellaneous,positive
