Text,Polarity
 হ্যাটট্রিক চ্যাম্পিয়ন বাংলাদেশ চাই অনেক এগিয়ে যাক হকিতে এই দেশ ,positive
 বাংলাদেশ অনেক ভাল খেলছে খেলায় হার জিত আছেই আমরা ইনশাঅাল্লাহ সামনে আরও ভাল খেলা দেখতে পারবো আমাদের টাইগার বাহিনির কাছ থেকে আর মুস্তাফিজ ফিরে আসলে আরো পরিনত হবে যাই হোক সব শেষে মাশরাফি ভাইকে ধন্যবাদ তুমি একজন গ্রেট কেপ্টেন আমরা তোমাকে সামনের সময় গুলাতে দলের সাথেই চাই তোমার আরো অনেক কিছু দেওয়ার আছে  ,positive
 এই অফারটি শুধুমাত্র এক্টিভ সিমে অব্যবহৃত ইন্টারনেট ব্যবহারকারীরা পাবেন ,positive
আপনাদের সমন্বিত সহযোগিতা একান্ত কাম্য ,positive
 মিম কেমন অা ছেন অাপনা কে দেখ তে খুব সুন্দর লাগ ছে ইটা লি থে কে ,positive
 মাসরাফির সকল আপডেট পেতে লাইক দিন এই পেইজ ,positive
 ওর তো জাতে মাতাল তালে ঠিক ঐ অবস্হা ,positive
 ভাই ভালো বলেছেন একটু হাসতে পারলাম ,positive
 আপনহারা নিউজ দেখানোর কাজ করলেন সব ঠিক আছে কিন্তু আপনাদের কাজ হল বাংলাদেশ সরকার কে আয়না দেখানো যাতে রহিংগা মুসলিম দের রক্ষা করেআসা করি আপনারা দয়া করবেন ,positive
 আল্লাহ বলছে আমার প্রতিটি সৃষ্টিকে ভাল বাসলে আমাকে ভাল বাসা হয় ,positive
